"Source: Parline database on national parliaments (https://data.ipu.org).","",""
"Copyright: Inter-Parliamentary Union. Terms of use: https://www.ipu.org/terms-use","",""
"Field name: Current number of members","",""
"Reference year: 1982","",""
"Exported on: 2019-12-30","",""
"","",""
"Country","Chamber","Current number of members"
"Australia","Senate","64"
"Austria","Federal Council","55"
"Bahamas","Senate","16"
"Barbados","Senate","21"
"Belgium","Senate","181"
"Bolivia (Plurinational State of)","Chamber of Senators","27"
"Brazil","Federal Senate","69"
"Canada","Senate","89"
"Colombia","Senate","114"
"Dominican Republic","Senate","27"
"Eswatini","Senat","20"
"France","Senate","304"
"India","Council of States","244"
"Ireland","Senate","60"
"Italy","Senate","322"
"Jamaica","Senate","21"
"Japan","House of Councillors","251"
"Malaysia","Senate","67"
"Mexico","Senate","64"
"Netherlands","Senate","75"
"Pakistan","Senate","63"
"Paraguay","Senate","30"
"Saint Lucia","Senate","11"
"Spain","Senate","256"
"Switzerland","Council of States","46"
"Trinidad and Tobago","Senate","31"
"United States of America","Senate","100"
"Zimbabwe","Senate","40"
